Facility ID,Name,Address,License Type,License Number,Last Inspection Date,Inspection Purpose,Total Violations,Critical Violations,Violation Details
60,EARLY EATS,347 WATERMAN AVENUE SMITHFIELD RI 02917,Seats - 50 or More,FSV36733,03-03-2025,Routine,2,0,22 - proper cold holding temperatures | 51 - plumbing installed: proper backflow device
61,KWIK STOP,74 FRIENDSHIP STREET WESTERLY RI 02891,Cash Registers - 1-2,MRK10113,08-30-2025,Re-Inspection,4,2,"53 - toilet facilities: properly constructed, supplied, & cleaned | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 51 - plumbing installed: proper backflow device | 39 - contamination prevented during food preparation, storage, & display"
61,KWIK STOP,74 FRIENDSHIP STREET WESTERLY RI 02891,Cash Registers - 1-2,MRK10113,06-01-2025,Routine,4,1,"39 - contamination prevented during food preparation, storage, & display | 15 - food separated and protected | 22 - proper cold holding temperatures | 53 - toilet facilities: properly constructed, supplied, & cleaned"
61,KWIK STOP,74 FRIENDSHIP STREET WESTERLY RI 02891,Cash Registers - 1-2,MRK10113,04-02-2025,Re-Inspection,4,2,"39 - contamination prevented during food preparation, storage, & display | 10 - adequate handwashing sinks properly supplied and accessible | 22 - proper cold holding temperatures | 51 - plumbing installed: proper backflow device"
61,KWIK STOP,74 FRIENDSHIP STREET WESTERLY RI 02891,Cash Registers - 1-2,MRK10113,12-03-2024,Follow-up,0,0,None
62,SUSHI WITH GUSTO,30 NORTH MAIN STREET PROVIDENCE RI 02903,Seats - Less than 50,FSV37119,08-30-2025,Routine,3,0,51 - plumbing installed: proper backflow device | 10 - adequate handwashing sinks properly supplied and accessible | 22 - proper cold holding temperatures
62,SUSHI WITH GUSTO,30 NORTH MAIN STREET PROVIDENCE RI 02903,Seats - Less than 50,FSV37119,07-01-2025,Routine,1,0,"55 - physical facilities installed, maintained, & clean"
62,SUSHI WITH GUSTO,30 NORTH MAIN STREET PROVIDENCE RI 02903,Seats - Less than 50,FSV37119,04-02-2025,Follow-up,0,0,None
63,TAMP,359 WOOD STREET BRISTOL RI 02809,Seats - Less than 50,FSV37868,09-29-2025,Routine,2,0,"49 - non-food contact surfaces clean | 39 - contamination prevented during food preparation, storage, & display"
63,TAMP,359 WOOD STREET BRISTOL RI 02809,Seats - Less than 50,FSV37868,07-01-2025,Routine,0,0,None
63,TAMP,359 WOOD STREET BRISTOL RI 02809,Seats - Less than 50,FSV37868,03-03-2025,Routine,0,0,None
64,STEVIE DS RIVERSIDE TAVERN,24 MONROE AVE RIVERSIDE RI 02915,Seats - 50 or More,FSV30375,08-30-2025,Routine,5,2,"47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 10 - adequate handwashing sinks properly supplied and accessible | 51 - plumbing installed: proper backflow device | 55 - physical facilities installed, maintained, & clean | 39 - contamination prevented during food preparation, storage, & display"
64,STEVIE DS RIVERSIDE TAVERN,24 MONROE AVE RIVERSIDE RI 02915,Seats - 50 or More,FSV30375,06-01-2025,Follow-up,5,0,"53 - toilet facilities: properly constructed, supplied, & cleaned | 49 - non-food contact surfaces clean | 39 - contamination prevented during food preparation, storage, & display | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 52 - sewage & waste water properly disposed"
64,STEVIE DS RIVERSIDE TAVERN,24 MONROE AVE RIVERSIDE RI 02915,Seats - 50 or More,FSV30375,03-03-2025,Re-Inspection,3,0,"55 - physical facilities installed, maintained, & clean | 15 - food separated and protected | 51 - plumbing installed: proper backflow device"
65,SUNSET BEACH AQUACULTURE LLC,161 BEACON AVE JAMESTOWN RI 02835,Shipper,SHL00510,09-29-2025,Environmental Complaint,5,0,"39 - contamination prevented during food preparation, storage, & display | 52 - sewage & waste water properly disposed | 10 - adequate handwashing sinks properly supplied and accessible | 22 - proper cold holding temperatures | 51 - plumbing installed: proper backflow device"
65,SUNSET BEACH AQUACULTURE LLC,161 BEACON AVE JAMESTOWN RI 02835,Shipper,SHL00510,06-01-2025,Follow-up,4,0,"10 - adequate handwashing sinks properly supplied and accessible | 49 - non-food contact surfaces clean | 22 - proper cold holding temperatures | 55 - physical facilities installed, maintained, & clean"
65,SUNSET BEACH AQUACULTURE LLC,161 BEACON AVE JAMESTOWN RI 02835,Shipper,SHL00510,03-03-2025,Follow-up,3,0,"49 - non-food contact surfaces clean | 22 - proper cold holding temperatures | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used"
66,BLACKSTONE VALLEY PROP MAYORAL ACADEMY HIGH SCHOOL,65 MACONDRAY ST CUMBERLAND RI 02864,Food Service (Non-Profit),FSV32638,08-30-2025,Follow-up,5,0,"39 - contamination prevented during food preparation, storage, & display | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 22 - proper cold holding temperatures | 52 - sewage & waste water properly disposed | 15 - food separated and protected"
66,BLACKSTONE VALLEY PROP MAYORAL ACADEMY HIGH SCHOOL,65 MACONDRAY ST CUMBERLAND RI 02864,Food Service (Non-Profit),FSV32638,07-01-2025,Environmental Complaint,3,0,"22 - proper cold holding temperatures | 52 - sewage & waste water properly disposed | 39 - contamination prevented during food preparation, storage, & display"
66,BLACKSTONE VALLEY PROP MAYORAL ACADEMY HIGH SCHOOL,65 MACONDRAY ST CUMBERLAND RI 02864,Food Service (Non-Profit),FSV32638,03-03-2025,Routine,3,0,15 - food separated and protected | 10 - adequate handwashing sinks properly supplied and accessible | 22 - proper cold holding temperatures
66,BLACKSTONE VALLEY PROP MAYORAL ACADEMY HIGH SCHOOL,65 MACONDRAY ST CUMBERLAND RI 02864,Food Service (Non-Profit),FSV32638,01-02-2025,Environmental Complaint,2,0,"51 - plumbing installed: proper backflow device | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used"
67,PORTSIDE,444 THAMES ST BRISTOL RI 02809,Seats - 50 or More,FSV33350,09-29-2025,Routine,5,2,"55 - physical facilities installed, maintained, & clean | 51 - plumbing installed: proper backflow device | 39 - contamination prevented during food preparation, storage, & display | 52 - sewage & waste water properly disposed | 22 - proper cold holding temperatures"
67,PORTSIDE,444 THAMES ST BRISTOL RI 02809,Seats - 50 or More,FSV33350,07-01-2025,Routine,5,1,"22 - proper cold holding temperatures | 52 - sewage & waste water properly disposed | 55 - physical facilities installed, maintained, & clean | 49 - non-food contact surfaces clean | 15 - food separated and protected"
67,PORTSIDE,444 THAMES ST BRISTOL RI 02809,Seats - 50 or More,FSV33350,03-03-2025,Routine,1,0,51 - plumbing installed: proper backflow device
67,PORTSIDE,444 THAMES ST BRISTOL RI 02809,Seats - 50 or More,FSV33350,01-02-2025,Routine,2,0,"39 - contamination prevented during food preparation, storage, & display | 49 - non-food contact surfaces clean"
68,ACHIEVEMENT FIRST ILUMINAR MAYORAL ACADEMY,85 GARFIELD AVE CRANSTON RI 02920,Food Service (Non-Profit),FSV33829,09-29-2025,Follow-up,7,1,"51 - plumbing installed: proper backflow device | 52 - sewage & waste water properly disposed | 55 - physical facilities installed, maintained, & clean | 22 - proper cold holding temperatures | 10 - adequate handwashing sinks properly supplied and accessible | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 15 - food separated and protected"
68,ACHIEVEMENT FIRST ILUMINAR MAYORAL ACADEMY,85 GARFIELD AVE CRANSTON RI 02920,Food Service (Non-Profit),FSV33829,06-01-2025,Routine,5,2,"49 - non-food contact surfaces clean | 51 - plumbing installed: proper backflow device | 15 - food separated and protected | 53 - toilet facilities: properly constructed, supplied, & cleaned | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used"
68,ACHIEVEMENT FIRST ILUMINAR MAYORAL ACADEMY,85 GARFIELD AVE CRANSTON RI 02920,Food Service (Non-Profit),FSV33829,04-02-2025,Follow-up,7,2,"47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 52 - sewage & waste water properly disposed | 10 - adequate handwashing sinks properly supplied and accessible | 15 - food separated and protected | 53 - toilet facilities: properly constructed, supplied, & cleaned | 51 - plumbing installed: proper backflow device | 49 - non-food contact surfaces clean"
68,ACHIEVEMENT FIRST ILUMINAR MAYORAL ACADEMY,85 GARFIELD AVE CRANSTON RI 02920,Food Service (Non-Profit),FSV33829,12-03-2024,Follow-up,1,0,"39 - contamination prevented during food preparation, storage, & display"
69,COURTYARD PROVIDENCE WARWICK,55 JEFFERSON PARK RD WARWICK RI 02888,Seats - 50 or More,FSV34279,08-30-2025,Environmental Complaint,5,1,"10 - adequate handwashing sinks properly supplied and accessible | 49 - non-food contact surfaces clean | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 22 - proper cold holding temperatures | 52 - sewage & waste water properly disposed"
69,COURTYARD PROVIDENCE WARWICK,55 JEFFERSON PARK RD WARWICK RI 02888,Seats - 50 or More,FSV34279,06-01-2025,Follow-up,3,0,"15 - food separated and protected | 55 - physical facilities installed, maintained, & clean | 52 - sewage & waste water properly disposed"
69,COURTYARD PROVIDENCE WARWICK,55 JEFFERSON PARK RD WARWICK RI 02888,Seats - 50 or More,FSV34279,03-03-2025,Routine,3,0,"10 - adequate handwashing sinks properly supplied and accessible | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 51 - plumbing installed: proper backflow device"
70,PRESTO STRANGE O,334 WARWICK NECK AVE WARWICK RI 02889,Caterer or Commissary,FSV34692,08-30-2025,Routine,5,1,"51 - plumbing installed: proper backflow device | 53 - toilet facilities: properly constructed, supplied, & cleaned | 22 - proper cold holding temperatures | 52 - sewage & waste water properly disposed | 55 - physical facilities installed, maintained, & clean"
70,PRESTO STRANGE O,334 WARWICK NECK AVE WARWICK RI 02889,Caterer or Commissary,FSV34692,07-01-2025,Routine,5,2,"55 - physical facilities installed, maintained, & clean | 52 - sewage & waste water properly disposed | 53 - toilet facilities: properly constructed, supplied, & cleaned | 49 - non-food contact surfaces clean | 51 - plumbing installed: proper backflow device"
70,PRESTO STRANGE O,334 WARWICK NECK AVE WARWICK RI 02889,Caterer or Commissary,FSV34692,03-03-2025,Routine,3,0,"55 - physical facilities installed, maintained, & clean | 10 - adequate handwashing sinks properly supplied and accessible | 15 - food separated and protected"
70,PRESTO STRANGE O,334 WARWICK NECK AVE WARWICK RI 02889,Caterer or Commissary,FSV34692,12-03-2024,Follow-up,5,2,"49 - non-food contact surfaces clean | 39 - contamination prevented during food preparation, storage, & display | 52 - sewage & waste water properly disposed | 53 - toilet facilities: properly constructed, supplied, & cleaned | 10 - adequate handwashing sinks properly supplied and accessible"
71,THE BEEHIVE PANTRY,87-4 GOODING AVE BRISTOL RI 02809,Seats - Less than 50,FSV34979,09-29-2025,Routine,2,0,"22 - proper cold holding temperatures | 53 - toilet facilities: properly constructed, supplied, & cleaned"
71,THE BEEHIVE PANTRY,87-4 GOODING AVE BRISTOL RI 02809,Seats - Less than 50,FSV34979,07-01-2025,Routine,0,0,None
71,THE BEEHIVE PANTRY,87-4 GOODING AVE BRISTOL RI 02809,Seats - Less than 50,FSV34979,03-03-2025,Environmental Complaint,0,0,None
71,THE BEEHIVE PANTRY,87-4 GOODING AVE BRISTOL RI 02809,Seats - Less than 50,FSV34979,01-02-2025,Routine,0,0,None
72,CHINA GOURMET RESTAURANT,656 BULLOCKS PT AVE RIVERSIDE RI 02915,Seats - Less than 50,FSV35099,08-30-2025,Re-Inspection,3,0,"53 - toilet facilities: properly constructed, supplied, & cleaned | 39 - contamination prevented during food preparation, storage, & display | 55 - physical facilities installed, maintained, & clean"
72,CHINA GOURMET RESTAURANT,656 BULLOCKS PT AVE RIVERSIDE RI 02915,Seats - Less than 50,FSV35099,07-01-2025,Environmental Complaint,3,0,"22 - proper cold holding temperatures | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 10 - adequate handwashing sinks properly supplied and accessible"
72,CHINA GOURMET RESTAURANT,656 BULLOCKS PT AVE RIVERSIDE RI 02915,Seats - Less than 50,FSV35099,04-02-2025,Routine,0,0,None
72,CHINA GOURMET RESTAURANT,656 BULLOCKS PT AVE RIVERSIDE RI 02915,Seats - Less than 50,FSV35099,12-03-2024,Routine,0,0,None
73,EAST PROVIDENCE CAREER AND TECHNICAL CENTER,2000 PAWTUCKET AVE EAST PROVIDENCE RI 02914,Food Service (Non-Profit),FSV34975,08-30-2025,Follow-up,5,2,"15 - food separated and protected | 49 - non-food contact surfaces clean | 10 - adequate handwashing sinks properly supplied and accessible | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 55 - physical facilities installed, maintained, & clean"
73,EAST PROVIDENCE CAREER AND TECHNICAL CENTER,2000 PAWTUCKET AVE EAST PROVIDENCE RI 02914,Food Service (Non-Profit),FSV34975,07-01-2025,Routine,3,0,"22 - proper cold holding temperatures | 49 - non-food contact surfaces clean | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used"
73,EAST PROVIDENCE CAREER AND TECHNICAL CENTER,2000 PAWTUCKET AVE EAST PROVIDENCE RI 02914,Food Service (Non-Profit),FSV34975,03-03-2025,Routine,1,0,22 - proper cold holding temperatures
73,EAST PROVIDENCE CAREER AND TECHNICAL CENTER,2000 PAWTUCKET AVE EAST PROVIDENCE RI 02914,Food Service (Non-Profit),FSV34975,01-02-2025,Follow-up,0,0,None
74,VP MEALS RI LLC,1998 MINERAL SPRING AVE NORTH PROVIDENCE RI 02904,Seats - Less than 50,FSV36184,08-30-2025,Routine,2,0,"51 - plumbing installed: proper backflow device | 53 - toilet facilities: properly constructed, supplied, & cleaned"
74,VP MEALS RI LLC,1998 MINERAL SPRING AVE NORTH PROVIDENCE RI 02904,Seats - Less than 50,FSV36184,06-01-2025,Follow-up,0,0,None
74,VP MEALS RI LLC,1998 MINERAL SPRING AVE NORTH PROVIDENCE RI 02904,Seats - Less than 50,FSV36184,04-02-2025,Routine,0,0,None
74,VP MEALS RI LLC,1998 MINERAL SPRING AVE NORTH PROVIDENCE RI 02904,Seats - Less than 50,FSV36184,01-02-2025,Routine,0,0,None
75,TOWN PIZZA,949 WILLETT AVE RIVERSIDE RI 02915,Seats - 50 or More,FSV35485,09-29-2025,Routine,4,1,"51 - plumbing installed: proper backflow device | 22 - proper cold holding temperatures | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 53 - toilet facilities: properly constructed, supplied, & cleaned"
75,TOWN PIZZA,949 WILLETT AVE RIVERSIDE RI 02915,Seats - 50 or More,FSV35485,06-01-2025,Re-Inspection,2,0,"39 - contamination prevented during food preparation, storage, & display | 10 - adequate handwashing sinks properly supplied and accessible"
75,TOWN PIZZA,949 WILLETT AVE RIVERSIDE RI 02915,Seats - 50 or More,FSV35485,04-02-2025,Routine,4,0,"22 - proper cold holding temperatures | 53 - toilet facilities: properly constructed, supplied, & cleaned | 49 - non-food contact surfaces clean | 52 - sewage & waste water properly disposed"
75,TOWN PIZZA,949 WILLETT AVE RIVERSIDE RI 02915,Seats - 50 or More,FSV35485,01-02-2025,Routine,4,2,"22 - proper cold holding temperatures | 52 - sewage & waste water properly disposed | 39 - contamination prevented during food preparation, storage, & display | 53 - toilet facilities: properly constructed, supplied, & cleaned"
76,PUNTA CANA TO GO,750 POTTERS AVE PROVIDENCE RI 02907,Seats - Less than 50,FSV35603,09-29-2025,Routine,3,0,"47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 53 - toilet facilities: properly constructed, supplied, & cleaned | 52 - sewage & waste water properly disposed"
76,PUNTA CANA TO GO,750 POTTERS AVE PROVIDENCE RI 02907,Seats - Less than 50,FSV35603,07-01-2025,Routine,1,0,10 - adequate handwashing sinks properly supplied and accessible
76,PUNTA CANA TO GO,750 POTTERS AVE PROVIDENCE RI 02907,Seats - Less than 50,FSV35603,04-02-2025,Re-Inspection,3,0,"53 - toilet facilities: properly constructed, supplied, & cleaned | 52 - sewage & waste water properly disposed | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used"
77,RICHMOND MARKET,5 KINGSTOWN ROAD WYOMING RI 02898,Cash Registers - 1-2,MRK09955,09-29-2025,Follow-up,8,2,"53 - toilet facilities: properly constructed, supplied, & cleaned | 51 - plumbing installed: proper backflow device | 39 - contamination prevented during food preparation, storage, & display | 52 - sewage & waste water properly disposed | 55 - physical facilities installed, maintained, & clean | 10 - adequate handwashing sinks properly supplied and accessible | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 49 - non-food contact surfaces clean"
77,RICHMOND MARKET,5 KINGSTOWN ROAD WYOMING RI 02898,Cash Registers - 1-2,MRK09955,06-01-2025,Environmental Complaint,7,0,"10 - adequate handwashing sinks properly supplied and accessible | 49 - non-food contact surfaces clean | 51 - plumbing installed: proper backflow device | 52 - sewage & waste water properly disposed | 15 - food separated and protected | 39 - contamination prevented during food preparation, storage, & display | 55 - physical facilities installed, maintained, & clean"
77,RICHMOND MARKET,5 KINGSTOWN ROAD WYOMING RI 02898,Cash Registers - 1-2,MRK09955,03-03-2025,Follow-up,6,1,"22 - proper cold holding temperatures | 55 - physical facilities installed, maintained, & clean | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 49 - non-food contact surfaces clean | 10 - adequate handwashing sinks properly supplied and accessible | 15 - food separated and protected"
77,RICHMOND MARKET,5 KINGSTOWN ROAD WYOMING RI 02898,Cash Registers - 1-2,MRK09955,12-03-2024,Routine,5,0,"10 - adequate handwashing sinks properly supplied and accessible | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 53 - toilet facilities: properly constructed, supplied, & cleaned | 22 - proper cold holding temperatures | 15 - food separated and protected"
78,THE RALLY SPORTS BAR AND GRILLE,1800 POST ROAD UNIT 19 WARWICK RI 02886,Seats - 50 or More,FSV36620,08-30-2025,Follow-up,6,1,"22 - proper cold holding temperatures | 52 - sewage & waste water properly disposed | 53 - toilet facilities: properly constructed, supplied, & cleaned | 39 - contamination prevented during food preparation, storage, & display | 15 - food separated and protected | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used"
78,THE RALLY SPORTS BAR AND GRILLE,1800 POST ROAD UNIT 19 WARWICK RI 02886,Seats - 50 or More,FSV36620,07-01-2025,Routine,6,2,"22 - proper cold holding temperatures | 53 - toilet facilities: properly constructed, supplied, & cleaned | 52 - sewage & waste water properly disposed | 15 - food separated and protected | 10 - adequate handwashing sinks properly supplied and accessible | 49 - non-food contact surfaces clean"
78,THE RALLY SPORTS BAR AND GRILLE,1800 POST ROAD UNIT 19 WARWICK RI 02886,Seats - 50 or More,FSV36620,04-02-2025,Environmental Complaint,2,0,"47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 51 - plumbing installed: proper backflow device"
79,GANSETT WRAPS,55 BEACH STREET WESTERLY RI 02891,Seats - Less than 50,FSV36798,08-30-2025,Follow-up,6,2,"15 - food separated and protected | 52 - sewage & waste water properly disposed | 10 - adequate handwashing sinks properly supplied and accessible | 22 - proper cold holding temperatures | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 39 - contamination prevented during food preparation, storage, & display"
79,GANSETT WRAPS,55 BEACH STREET WESTERLY RI 02891,Seats - Less than 50,FSV36798,07-01-2025,Environmental Complaint,5,2,"53 - toilet facilities: properly constructed, supplied, & cleaned | 22 - proper cold holding temperatures | 39 - contamination prevented during food preparation, storage, & display | 55 - physical facilities installed, maintained, & clean | 10 - adequate handwashing sinks properly supplied and accessible"
79,GANSETT WRAPS,55 BEACH STREET WESTERLY RI 02891,Seats - Less than 50,FSV36798,04-02-2025,Routine,2,0,"52 - sewage & waste water properly disposed | 53 - toilet facilities: properly constructed, supplied, & cleaned"
80,BRYANT UNIVERSITY-AVI FOODSYSTEMS BELC CAFE,100 SALEM STREET SMITHFIELD RI 02917,Seats - 50 or More,FSV36957,08-30-2025,Re-Inspection,4,0,51 - plumbing installed: proper backflow device | 10 - adequate handwashing sinks properly supplied and accessible | 49 - non-food contact surfaces clean | 15 - food separated and protected
80,BRYANT UNIVERSITY-AVI FOODSYSTEMS BELC CAFE,100 SALEM STREET SMITHFIELD RI 02917,Seats - 50 or More,FSV36957,07-01-2025,Follow-up,2,0,10 - adequate handwashing sinks properly supplied and accessible | 51 - plumbing installed: proper backflow device
80,BRYANT UNIVERSITY-AVI FOODSYSTEMS BELC CAFE,100 SALEM STREET SMITHFIELD RI 02917,Seats - 50 or More,FSV36957,03-03-2025,Environmental Complaint,0,0,None
80,BRYANT UNIVERSITY-AVI FOODSYSTEMS BELC CAFE,100 SALEM STREET SMITHFIELD RI 02917,Seats - 50 or More,FSV36957,12-03-2024,Routine,0,0,None
81,THE GRODEN CENTER - GRODEN LEARNING CENTER,73 BRANCH PIKE SMITHFIELD RI 02917,Food Service (Non-Profit),FSV37036,08-30-2025,Routine,7,0,"22 - proper cold holding temperatures | 15 - food separated and protected | 39 - contamination prevented during food preparation, storage, & display | 49 - non-food contact surfaces clean | 52 - sewage & waste water properly disposed | 53 - toilet facilities: properly constructed, supplied, & cleaned | 51 - plumbing installed: proper backflow device"
81,THE GRODEN CENTER - GRODEN LEARNING CENTER,73 BRANCH PIKE SMITHFIELD RI 02917,Food Service (Non-Profit),FSV37036,07-01-2025,Follow-up,7,0,"49 - non-food contact surfaces clean | 15 - food separated and protected | 51 - plumbing installed: proper backflow device | 39 - contamination prevented during food preparation, storage, & display | 52 - sewage & waste water properly disposed | 55 - physical facilities installed, maintained, & clean | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used"
81,THE GRODEN CENTER - GRODEN LEARNING CENTER,73 BRANCH PIKE SMITHFIELD RI 02917,Food Service (Non-Profit),FSV37036,03-03-2025,Routine,5,2,"51 - plumbing installed: proper backflow device | 15 - food separated and protected | 53 - toilet facilities: properly constructed, supplied, & cleaned | 49 - non-food contact surfaces clean | 52 - sewage & waste water properly disposed"
82,UMAMI BUFFET,872 WEST MAIN RD MIDDLETOWN RI 02842,Seats - 50 or More,FSV37298,09-29-2025,Environmental Complaint,7,0,"22 - proper cold holding temperatures | 53 - toilet facilities: properly constructed, supplied, & cleaned | 55 - physical facilities installed, maintained, & clean | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 39 - contamination prevented during food preparation, storage, & display | 52 - sewage & waste water properly disposed | 51 - plumbing installed: proper backflow device"
82,UMAMI BUFFET,872 WEST MAIN RD MIDDLETOWN RI 02842,Seats - 50 or More,FSV37298,07-01-2025,Routine,6,1,"53 - toilet facilities: properly constructed, supplied, & cleaned | 51 - plumbing installed: proper backflow device | 15 - food separated and protected | 22 - proper cold holding temperatures | 39 - contamination prevented during food preparation, storage, & display | 49 - non-food contact surfaces clean"
82,UMAMI BUFFET,872 WEST MAIN RD MIDDLETOWN RI 02842,Seats - 50 or More,FSV37298,03-03-2025,Re-Inspection,3,0,"49 - non-food contact surfaces clean | 22 - proper cold holding temperatures | 55 - physical facilities installed, maintained, & clean"
82,UMAMI BUFFET,872 WEST MAIN RD MIDDLETOWN RI 02842,Seats - 50 or More,FSV37298,12-03-2024,Routine,7,0,"51 - plumbing installed: proper backflow device | 15 - food separated and protected | 49 - non-food contact surfaces clean | 22 - proper cold holding temperatures | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 10 - adequate handwashing sinks properly supplied and accessible | 55 - physical facilities installed, maintained, & clean"
83,ADVINIACARE PROVIDENCE DODGE REHAB CENTER,135 DODGE STREET PROVIDENCE RI 02907,Seats - 50 or More,FSV37444,09-29-2025,Follow-up,5,1,"51 - plumbing installed: proper backflow device | 15 - food separated and protected | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 55 - physical facilities installed, maintained, & clean | 39 - contamination prevented during food preparation, storage, & display"
83,ADVINIACARE PROVIDENCE DODGE REHAB CENTER,135 DODGE STREET PROVIDENCE RI 02907,Seats - 50 or More,FSV37444,07-01-2025,Follow-up,4,1,"10 - adequate handwashing sinks properly supplied and accessible | 52 - sewage & waste water properly disposed | 53 - toilet facilities: properly constructed, supplied, & cleaned | 15 - food separated and protected"
83,ADVINIACARE PROVIDENCE DODGE REHAB CENTER,135 DODGE STREET PROVIDENCE RI 02907,Seats - 50 or More,FSV37444,04-02-2025,Re-Inspection,1,0,"55 - physical facilities installed, maintained, & clean"
83,ADVINIACARE PROVIDENCE DODGE REHAB CENTER,135 DODGE STREET PROVIDENCE RI 02907,Seats - 50 or More,FSV37444,12-03-2024,Re-Inspection,2,0,15 - food separated and protected | 22 - proper cold holding temperatures
84,YUMI BAR,75 FOUNTAIN STREET PROVIDENCE RI 02903,Seats - Less than 50,FSV37799,08-30-2025,Routine,3,0,"51 - plumbing installed: proper backflow device | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 15 - food separated and protected"
84,YUMI BAR,75 FOUNTAIN STREET PROVIDENCE RI 02903,Seats - Less than 50,FSV37799,07-01-2025,Routine,3,0,"15 - food separated and protected | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 39 - contamination prevented during food preparation, storage, & display"
84,YUMI BAR,75 FOUNTAIN STREET PROVIDENCE RI 02903,Seats - Less than 50,FSV37799,03-03-2025,Environmental Complaint,3,0,51 - plumbing installed: proper backflow device | 15 - food separated and protected | 22 - proper cold holding temperatures
84,YUMI BAR,75 FOUNTAIN STREET PROVIDENCE RI 02903,Seats - Less than 50,FSV37799,12-03-2024,Environmental Complaint,3,0,"55 - physical facilities installed, maintained, & clean | 53 - toilet facilities: properly constructed, supplied, & cleaned | 49 - non-food contact surfaces clean"
85,FROSTY FREEZ,496 EAST MAIN RD MIDDLETOWN RI 02842,Seats - Less than 50,FSV37861,09-29-2025,Re-Inspection,5,0,"53 - toilet facilities: properly constructed, supplied, & cleaned | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 52 - sewage & waste water properly disposed | 55 - physical facilities installed, maintained, & clean | 39 - contamination prevented during food preparation, storage, & display"
85,FROSTY FREEZ,496 EAST MAIN RD MIDDLETOWN RI 02842,Seats - Less than 50,FSV37861,06-01-2025,Routine,4,0,"55 - physical facilities installed, maintained, & clean | 49 - non-food contact surfaces clean | 53 - toilet facilities: properly constructed, supplied, & cleaned | 10 - adequate handwashing sinks properly supplied and accessible"
85,FROSTY FREEZ,496 EAST MAIN RD MIDDLETOWN RI 02842,Seats - Less than 50,FSV37861,03-03-2025,Re-Inspection,1,0,22 - proper cold holding temperatures
86,MAMACITA'S BAR & GRILL,200 EXCHANGE STREET PROVIDENCE RI 02903,Seats - Less than 50,FSV37769,08-30-2025,Environmental Complaint,8,1,"53 - toilet facilities: properly constructed, supplied, & cleaned | 51 - plumbing installed: proper backflow device | 39 - contamination prevented during food preparation, storage, & display | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 49 - non-food contact surfaces clean | 22 - proper cold holding temperatures | 55 - physical facilities installed, maintained, & clean | 52 - sewage & waste water properly disposed"
86,MAMACITA'S BAR & GRILL,200 EXCHANGE STREET PROVIDENCE RI 02903,Seats - Less than 50,FSV37769,06-01-2025,Routine,6,1,"51 - plumbing installed: proper backflow device | 49 - non-food contact surfaces clean | 52 - sewage & waste water properly disposed | 15 - food separated and protected | 53 - toilet facilities: properly constructed, supplied, & cleaned | 22 - proper cold holding temperatures"
86,MAMACITA'S BAR & GRILL,200 EXCHANGE STREET PROVIDENCE RI 02903,Seats - Less than 50,FSV37769,04-02-2025,Environmental Complaint,8,0,"47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 22 - proper cold holding temperatures | 15 - food separated and protected | 53 - toilet facilities: properly constructed, supplied, & cleaned | 39 - contamination prevented during food preparation, storage, & display | 52 - sewage & waste water properly disposed | 55 - physical facilities installed, maintained, & clean | 49 - non-food contact surfaces clean"
87,LENA'S LITO,404 BROAD STREET PROVIDENCE RI 02907,Caterer or Commissary,FSV37863,09-29-2025,Routine,3,0,"49 - non-food contact surfaces clean | 39 - contamination prevented during food preparation, storage, & display | 52 - sewage & waste water properly disposed"
